RBP_motif_ID	RBP_name	Motif_type	Organism	Gene_ID	Function_IDs	Reference	Experiment	Comments
CSTF2_2	CSTF2	meme_xml	human	ENSG00000101811	TEP	22813749;31226278;12773396	PAR-CLIP;eCLIP_ENCODE;RBPDB	-
CSTF2T_1	CSTF2T	meme_xml	human	ENSG00000177613	TEP	22813749	PAR-CLIP	-
CSTF2T_2	CSTF2T	meme_xml	human	ENSG00000177613	TEP	31226278	eCLIP_ENCODE	-
DAZ3_1	DAZ3	meme_xml	human	ENSG00000187191	-	31724725	RBNS_ENCODE	-
DAZ3_2	DAZ3	meme_xml	human	ENSG00000187191	-	31724725	RBNS_ENCODE	-
DAZ3_3	DAZ3	meme_xml	human	ENSG00000187191	-	31724725	RBNS_ENCODE	-
DAZ3_4	DAZ3	meme_xml	human	ENSG00000187191	-	31724725	RBNS_ENCODE	-
DAZAP1_1	DAZAP1	meme_xml	human	ENSG00000071626	SR;TR	31724725;24452013	RBNS_ENCODE;SpliceAid-F	-
DAZAP1_2	DAZAP1	meme_xml	human	ENSG00000071626	SR;TR	24452013;31724725	SpliceAid-F;RBNS_ENCODE	-
DAZAP1_3	DAZAP1	meme_xml	human	ENSG00000071626	SR;TR	24452013;23846655;18391021	SpliceAid-F;cisBP-RNA;RBPMap	-
DAZAP1_4	DAZAP1	meme_xml	human	ENSG00000071626	SR;TR	24452013	SpliceAid-F	-
DDX3X_1	DDX3X	meme_xml	human	ENSG00000215301	TR;VRR	31226278	eCLIP_ENCODE	-
DDX3X_2	DDX3X	meme_xml	human	ENSG00000215301	TR;VRR	31226278	eCLIP_ENCODE	-
DDX6_1	DDX6	meme_xml	human	ENSG00000110367	RSD;MRP;TR;VRR;PSG	31226278	eCLIP_ENCODE	-
DDX19B_1	DDX19B	meme_xml	human	ENSG00000157349	RE	19219046;19244245	PDB	-
DDX24_1	DDX24	meme_xml	human	ENSG00000089737	VRR	31226278	eCLIP_ENCODE	-
DDX24_2	DDX24	meme_xml	human	ENSG00000089737	VRR	31226278	eCLIP_ENCODE	-
DDX54_1	DDX54	meme_xml	human	ENSG00000123064	-	28596291	PAR-CLIP	-
DDX54_2	DDX54	meme_xml	human	ENSG00000123064	-	28596291	PAR-CLIP	-
DDX55_1	DDX55	meme_xml	human	ENSG00000111364	-	31226278	eCLIP_ENCODE	-
DDX55_2	DDX55	meme_xml	human	ENSG00000111364	-	31226278	eCLIP_ENCODE	-
DDX55_3	DDX55	meme_xml	human	ENSG00000111364	-	31226278	eCLIP_ENCODE	-
DDX55_4	DDX55	meme_xml	human	ENSG00000111364	-	31226278	eCLIP_ENCODE	-
DDX55_5	DDX55	meme_xml	human	ENSG00000111364	-	31226278	eCLIP_ENCODE	-
DDX55_6	DDX55	meme_xml	human	ENSG00000111364	-	31226278	eCLIP_ENCODE	-
DDX58_1	DDX58	meme_xml	human	ENSG00000107201	-	22000018	PDB	-
DDX59_1	DDX59	meme_xml	human	ENSG00000118197	-	31226278	eCLIP_ENCODE	-
DGCR8_1	DGCR8	meme_xml	human	ENSG00000128191	MRP	31226278	eCLIP_ENCODE	-
DKC1_1	DKC1	meme_xml	human	ENSG00000130826	RM;RRP;SNT	31226278	eCLIP_ENCODE	-
DKC1_2	DKC1	meme_xml	human	ENSG00000130826	RM;RRP;SNT	31226278	eCLIP_ENCODE	-
DKC1_3	DKC1	meme_xml	human	ENSG00000130826	RM;RRP;SNT	23706177;31226278	PAR-CLIP;eCLIP_ENCODE	-
EFTUD2_1	EFTUD2	meme_xml	human	ENSG00000108883	SR;SS;VRR	31226278	eCLIP_ENCODE	-
EIF3D_1	EIF3D	meme_xml	human	ENSG00000100353	RBT;TR	31226278	eCLIP_ENCODE	-
EIF3D_2	EIF3D	meme_xml	human	ENSG00000100353	RBT;TR	31226278	eCLIP_ENCODE	-
EIF3D_3	EIF3D	meme_xml	human	ENSG00000100353	RBT;TR	31226278	eCLIP_ENCODE	-
EIF3D_4	EIF3D	meme_xml	human	ENSG00000100353	RBT;TR	31226278	eCLIP_ENCODE	-
EIF3D_5	EIF3D	meme_xml	human	ENSG00000100353	RBT;TR	31226278	eCLIP_ENCODE	-
EIF4A3_1	EIF4A3	meme_xml	human	ENSG00000141543	EJC	16923391	PDB	-
EIF4B_1	EIF4B	meme_xml	human	ENSG00000063046	RBT;TR	8846295	cisBP-RNA	-
EIF4G2_1	EIF4G2	meme_xml	human	ENSG00000110321	RBT;TR	31724725	RBNS_ENCODE	-
EIF4G2_2	EIF4G2	meme_xml	human	ENSG00000110321	RBT;TR	31724725	RBNS_ENCODE	-
EIF4G2_3	EIF4G2	meme_xml	human	ENSG00000110321	RBT;TR	31724725	RBNS_ENCODE	-
EIF4G2_4	EIF4G2	meme_xml	human	ENSG00000110321	RBT;TR	31226278	eCLIP_ENCODE	-
ELAVL1_1	ELAVL1	meme_xml	human	ENSG00000066044	RSD;TR	12011088	SpliceAid-F	-
ELAVL1_2	ELAVL1	meme_xml	human	ENSG00000066044	RSD;TR	21723171;21723170;23519412	PAR-CLIP;PDB	-
ELAVL1_3	ELAVL1	meme_xml	human	ENSG00000066044	RSD;TR	14981256	RIP-Chip	-
ELAVL1_4	ELAVL1	meme_xml	human	ENSG00000066044	RSD;TR	21723171	PAR-CLIP	-
ELAVL2_1	ELAVL2	meme_xml	human	ENSG00000107105	RSD;TR	17035636	SpliceAid-F	-
ELAVL2_2	ELAVL2	meme_xml	human	ENSG00000107105	RSD;TR	7972035	cisBP-RNA;SpliceAid-F	-
ELAVL2_3	ELAVL2	meme_xml	human	ENSG00000107105	RSD;TR	8497264	SpliceAid-F	-
ELAVL2_4	ELAVL2	meme_xml	human	ENSG00000107105	RSD;TR	26894958	HITS-CLIP	-
ELAVL3_1	ELAVL3	meme_xml	human	ENSG00000196361	RSD;TR	10710437	SpliceAid-F	-
ELAVL3_2	ELAVL3	meme_xml	human	ENSG00000196361	RSD;TR	10734193	RBPDB	-
ELAVL3_3	ELAVL3	meme_xml	human	ENSG00000196361	RSD;TR	26894958	HITS-CLIP	-
ELAVL4_1	ELAVL4	meme_xml	human	ENSG00000162374	RSD;RL;TR	31724725	RBNS_ENCODE	-
ELAVL4_2	ELAVL4	meme_xml	human	ENSG00000162374	RSD;RL;TR	31724725;12900401;19846595;26894958	RBNS_ENCODE;SpliceAid-F;RIP-Chip;HITS-CLIP	-
ELAVL4_3	ELAVL4	meme_xml	human	ENSG00000162374	RSD;RL;TR	19846595	RIP-Chip	-
ENOX1_1	ENOX1	meme_xml	human	ENSG00000120658	-	23846655	cisBP-RNA	-
ERI1_1	ERI1	meme_xml	human	ENSG00000104626	-	34086933	catRAPID_omics_v2.1	-
ESRP1_1	ESRP1	meme_xml	human	ENSG00000104413	SR	31724725	RBNS_ENCODE	-
ESRP1_2	ESRP1	meme_xml	human	ENSG00000104413	SR	31724725	RBNS_ENCODE	-
ESRP1_3	ESRP1	meme_xml	human	ENSG00000104413	SR	20526337	SpliceAid-F	-
ESRP2_1	ESRP2	meme_xml	human	ENSG00000103067	-	23846655	cisBP-RNA	-
EWSR1_1	EWSR1	meme_xml	human	ENSG00000182944	SR	31724725	RBNS_ENCODE	-
EWSR1_2	EWSR1	meme_xml	human	ENSG00000182944	SR	https://doi.org/10.1101/034215	PAR-CLIP	-
FAM120A_1	FAM120A	meme_xml	human	ENSG00000048828	-	31226278	eCLIP_ENCODE	-
FAM120A_2	FAM120A	meme_xml	human	ENSG00000048828	-	31226278	eCLIP_ENCODE	-
FAM120A_3	FAM120A	meme_xml	human	ENSG00000048828	-	31226278	eCLIP_ENCODE	-
FASTKD2_1	FASTKD2	meme_xml	human	ENSG00000118246	RRP;MTR	31226278	eCLIP_ENCODE	-
FASTKD2_2	FASTKD2	meme_xml	human	ENSG00000118246	RRP;MTR	31226278	eCLIP_ENCODE	-
FASTKD2_3	FASTKD2	meme_xml	human	ENSG00000118246	RRP;MTR	31226278	eCLIP_ENCODE	-
FBL_1	FBL	meme_xml	human	ENSG00000105202	-	23706177	PAR-CLIP	-
FIP1L1_1	FIP1L1	meme_xml	human	ENSG00000145216	TEP	22813749	PAR-CLIP	-
FIP1L1_2	FIP1L1	meme_xml	human	ENSG00000145216	TEP	22813749	PAR-CLIP	-
FMR1_1	FMR1	meme_xml	human	ENSG00000102081	SR;RSD;MRP;RL;TR	23235829;15805463	PAR-CLIP;SpliceAid-F;cisBP-RNA;SELEX	-
FMR1_2	FMR1	meme_xml	human	ENSG00000102081	SR;RSD;MRP;RL;TR	27378784;23846655	PAR-CLIP;HITS-CLIP;cisBP-RNA	-
FMR1_3	FMR1	meme_xml	human	ENSG00000102081	SR;RSD;MRP;RL;TR	31226278	eCLIP_ENCODE	-
FMR1_4	FMR1	meme_xml	human	ENSG00000102081	SR;RSD;MRP;RL;TR	31226278;21642970	eCLIP_ENCODE;PDB	-
FMR1_5	FMR1	meme_xml	human	ENSG00000102081	SR;RSD;MRP;RL;TR	23235829;27378784;15805463	PAR-CLIP;HITS-CLIP;SpliceAid-F;cisBP-RNA;SELEX	-
FTO_1	FTO	meme_xml	human	ENSG00000140718	RM;VRR	31226278;31149892	eCLIP_ENCODE;HITS-CLIP;eCLIP	-
FTO_2	FTO	meme_xml	human	ENSG00000140718	RM;VRR	31226278	eCLIP_ENCODE	-
FUBP1_1	FUBP1	meme_xml	human	ENSG00000162613	SR;TR;VRR	31724725	RBNS_ENCODE	-
FUBP1_2	FUBP1	meme_xml	human	ENSG00000162613	SR;TR;VRR	31724725	RBNS_ENCODE	-
FUBP1_3	FUBP1	meme_xml	human	ENSG00000162613	SR;TR;VRR	31724725	RBNS_ENCODE	-
FUBP3_1	FUBP3	meme_xml	human	ENSG00000107164	-	31724725	RBNS_ENCODE	-
FUBP3_2	FUBP3	meme_xml	human	ENSG00000107164	-	31226278	eCLIP_ENCODE	-
FUS_1	FUS	meme_xml	human	ENSG00000089280	SR;MRP;PSG	31724725;11098054	RBNS_ENCODE;SpliceAid-F	-
FUS_2	FUS	meme_xml	human	ENSG00000089280	SR;MRP;PSG	11098054	SpliceAid-F	-
FXR1_1	FXR1	meme_xml	human	ENSG00000114416	RSD;MRP;TR;MTR	27378784;31226278;23846655	PAR-CLIP;HITS-CLIP;eCLIP_ENCODE;cisBP-RNA	-
FXR1_2	FXR1	meme_xml	human	ENSG00000114416	RSD;MRP;TR;MTR	31226278	eCLIP_ENCODE	-
FXR2_1	FXR2	meme_xml	human	ENSG00000129245	RSD;TR	27378784;23846655	PAR-CLIP;HITS-CLIP;cisBP-RNA	-
FXR2_2	FXR2	meme_xml	human	ENSG00000129245	RSD;TR	31226278	eCLIP_ENCODE	-
FXR2_3	FXR2	meme_xml	human	ENSG00000129245	RSD;TR	31226278	eCLIP_ENCODE	-
FXR2_4	FXR2	meme_xml	human	ENSG00000129245	RSD;TR	31226278;23235829	eCLIP_ENCODE;PAR-CLIP	-
FXR2_5	FXR2	meme_xml	human	ENSG00000129245	RSD;TR	31226278;27378784	eCLIP_ENCODE;PAR-CLIP;HITS-CLIP	-
G3BP1_1	G3BP1	meme_xml	human	ENSG00000145907	RSD;RL;VRR;PSG	11604510	cisBP-RNA	-
G3BP2_1	G3BP2	meme_xml	human	ENSG00000138757	RL;VRR;PSG	23846655	cisBP-RNA	-
GNL3_1	GNL3	meme_xml	human	ENSG00000163938	RRP	31226278	eCLIP_ENCODE	-
GNL3_2	GNL3	meme_xml	human	ENSG00000163938	RRP	31226278	eCLIP_ENCODE	-
GPKOW_1	GPKOW	meme_xml	human	ENSG00000068394	SR;SS	31226278	eCLIP_ENCODE	-
GPKOW_2	GPKOW	meme_xml	human	ENSG00000068394	SR;SS	31226278	eCLIP_ENCODE	-
GRSF1_1	GRSF1	meme_xml	human	ENSG00000132463	RE;MTR;VRR	17337441;31226278	RBPDB;eCLIP_ENCODE	-
GRSF1_2	GRSF1	meme_xml	human	ENSG00000132463	RE;MTR;VRR	31226278	eCLIP_ENCODE	-
GRWD1_1	GRWD1	meme_xml	human	ENSG00000105447	-	31226278	eCLIP_ENCODE	-
GRWD1_2	GRWD1	meme_xml	human	ENSG00000105447	-	31226278	eCLIP_ENCODE	-
GTF2F1_1	GTF2F1	meme_xml	human	ENSG00000125651	-	31226278	eCLIP_ENCODE	-
HLTF_1	HLTF	meme_xml	human	ENSG00000071794	-	31226278	eCLIP_ENCODE	-
HNRNPA0_1	HNRNPA0	meme_xml	human	ENSG00000177733	RSD;TR	31724725;24452013	RBNS_ENCODE;SpliceAid-F	-
HNRNPA0_2	HNRNPA0	meme_xml	human	ENSG00000177733	RSD;TR	31724725;24452013	RBNS_ENCODE;SpliceAid-F	-
HNRNPA1_1	HNRNPA1	meme_xml	human	ENSG00000135486	SR;MRP;RL;RE;TR;VRR	12415010;16548521;12612063;23430061	RBPDB;SpliceAid-F	-
HNRNPA1_2	HNRNPA1	meme_xml	human	ENSG00000135486	SR;MRP;RL;RE;TR;VRR	11598017;10406810;7510636;17925491	SpliceAid-F;cisBP-RNA	-
HNRNPA1_3	HNRNPA1	meme_xml	human	ENSG00000135486	SR;MRP;RL;RE;TR;VRR	11598017;12833158;9275159	SpliceAid-F;AEDB	-
HNRNPA1_4	HNRNPA1	meme_xml	human	ENSG00000135486	SR;MRP;RL;RE;TR;VRR	12419255;12426391;22574288;19404736	SpliceAid-F;RBPMap	-
HNRNPA1_5	HNRNPA1	meme_xml	human	ENSG00000135486	SR;MRP;RL;RE;TR;VRR	9275159;12426391;15514164;8473331	SpliceAid-F	-
HNRNPA1_6	HNRNPA1	meme_xml	human	ENSG00000135486	SR;MRP;RL;RE;TR;VRR	10406810;22574288	SpliceAid-F;RBPMap	-
HNRNPA1_7	HNRNPA1	meme_xml	human	ENSG00000135486	SR;MRP;RL;RE;TR;VRR	31226278	eCLIP_ENCODE	-
HNRNPA1L2_1	HNRNPA1L2	meme_xml	human	ENSG00000139675	-	23846655	cisBP-RNA	-
HNRNPA2B1_1	HNRNPA2B1	meme_xml	human	ENSG00000122566	SR;RM;RSD;MRP;RL;RE;TR;VRR	31724725;23846655;27773581	RBNS_ENCODE;cisBP-RNA;iCLIP;	-
HNRNPA2B1_2	HNRNPA2B1	meme_xml	human	ENSG00000122566	SR;RM;RSD;MRP;RL;RE;TR;VRR	12833158;22574288;24452013;27773581	SpliceAid-F;RBPMap;iCL	-
HNRNPA2B1_3	HNRNPA2B1	meme_xml	human	ENSG00000122566	SR;RM;RSD;MRP;RL;RE;TR;VRR	12426391;24452013	SpliceAid-F	-
HNRNPA2B1_4	HNRNPA2B1	meme_xml	human	ENSG00000122566	SR;RM;RSD;MRP;RL;RE;TR;VRR	11024030;16548521;12415010	SpliceAid-F;RBPD	-
HNRNPA3_1	HNRNPA3	meme_xml	human	ENSG00000170144	-	12415010	RBPDB	-
HNRNPAB_1	HNRNPAB	meme_xml	human	ENSG00000197451	-	12426391	AEDB	-
HNRNPAB_2	HNRNPAB	meme_xml	human	ENSG00000197451	-	12419250	SELEX	-
HNRNPAB_3	HNRNPAB	meme_xml	human	ENSG00000197451	-	12419250	SELEX	-
HNRNPC_1	HNRNPC	meme_xml	human	ENSG00000092199	SR;RSD;RE;TR;VRR;SNT	12509468;27055826	CLIP	UV cross-linking;Immunoprecipitation
HNRNPC_2	HNRNPC	meme_xml	human	ENSG00000092199	SR;RSD;RE;TR;VRR;SNT	19910374;27055826	Mut_WB_siRNA_KD	Mutagenesis;western blot;siRNA knockdown
HNRNPC_3	HNRNPC	meme_xml	human	ENSG00000092199	SR;RSD;RE;TR;VRR;SNT	23846655	RNAcompete	-
HNRNPC_4	HNRNPC	meme_xml	human	ENSG00000092199	SR;RSD;RE;TR;VRR;SNT	12509468;27055826	CLIP	UV cross-linking;Immunoprecipitation
HNRNPCL1_1	HNRNPCL1	meme_xml	human	ENSG00000179172	-	31724725	RBNS_ENCODE	-
HNRNPD_1	HNRNPD	meme_xml	human	ENSG00000138668	SR;RSD;MRP;TR;VRR	24452013;31724725	SpliceAid-F;RBNS_ENCODE	-
HNRNPD_2	HNRNPD	meme_xml	human	ENSG00000138668	SR;RSD;MRP;TR;VRR	24452013;25366541;8321232;7673195	SpliceAid-F;PAR-CLIP	-
HNRNPD_3	HNRNPD	meme_xml	human	ENSG00000138668	SR;RSD;MRP;TR;VRR	25366541	PAR-CLIP	-
HNRNPDL_1	HNRNPDL	meme_xml	human	ENSG00000152795	TR	24452013;31724725	SpliceAid-F;RBNS_ENCODE	-
HNRNPDL_2	HNRNPDL	meme_xml	human	ENSG00000152795	TR	24452013;31724725	SpliceAid-F;RBNS_ENCODE	-
HNRNPDL_3	HNRNPDL	meme_xml	human	ENSG00000152795	TR	24452013;12406575	SpliceAid-F	-
HNRNPF_1	HNRNPF	meme_xml	human	ENSG00000169813	SR;RSD	22574288	RBPMap	-
HNRNPH1_1	HNRNPH1	meme_xml	human	ENSG00000169045	SR	17337441	SpliceAid-F	-
HNRNPH2_1	HNRNPH2	meme_xml	human	ENSG00000126945	SR;TEP;RSD	12612063;31724725;17337441;11571276	SpliceAid-F;RBNS_ENCODE	-
HNRNPK_1	HNRNPK	meme_xml	human	ENSG00000165119	SR;TEP;VRR	31724725;31226278;15514164	RBNS_ENCODE;eCLIP_ENCODE;SpliceAid-F	-
HNRNPK_2	HNRNPK	meme_xml	human	ENSG00000165119	SR;TEP;VRR	31724725	RBNS_ENCODE	-
HNRNPL_1	HNRNPL	meme_xml	human	ENSG00000104824	SR;VRR	31724725	RBNS_ENCODE	-
HNRNPL_2	HNRNPL	meme_xml	human	ENSG00000104824	SR;VRR	31724725	RBNS_ENCODE	-
HNRNPL_3	HNRNPL	meme_xml	human	ENSG00000104824	SR;VRR	23846655	cisBP-RNA	-
HNRNPL_4	HNRNPL	meme_xml	human	ENSG00000104824	SR;VRR	24164894	HITS-CLIP	-
HNRNPL_5	HNRNPL	meme_xml	human	ENSG00000104824	SR;VRR	24164894;23846655;19124611	HITS-CLIP;cisBP-RNA;RBPMap	-
HNRNPLL_1	HNRNPLL	meme_xml	human	ENSG00000143889	SR	18719244;22402488	RBPDB;SpliceAid-F	-
HNRNPLL_2	HNRNPLL	meme_xml	human	ENSG00000143889	SR	23846655	cisBP-RNA	-
HNRNPM_1	HNRNPM	meme_xml	human	ENSG00000099783	SR;MTR;VRR	24533984	SpliceAid-F	-
HNRNPM_2	HNRNPM	meme_xml	human	ENSG00000099783	SR;MTR;VRR	31226278	eCLIP_ENCODE	-
HNRNPM_3	HNRNPM	meme_xml	human	ENSG00000099783	SR;MTR;VRR	31226278	eCLIP_ENCODE	-
HNRNPM_4	HNRNPM	meme_xml	human	ENSG00000099783	SR;MTR;VRR	31226278	eCLIP_ENCODE	-
HNRNPM_5	HNRNPM	meme_xml	human	ENSG00000099783	SR;MTR;VRR	31226278	eCLIP_ENCODE	-
HNRNPU_1	HNRNPU	meme_xml	human	ENSG00000153187	SR;RSD;VRR;SNT	8174554	SpliceAid-F	-
HNRNPU_2	HNRNPU	meme_xml	human	ENSG00000153187	SR;RSD;VRR;SNT	9765391;22574288	SpliceAid-F;RBPMap	-
HNRNPU_3	HNRNPU	meme_xml	human	ENSG00000153187	SR;RSD;VRR;SNT	31226278	eCLIP_ENCODE	-
HNRNPU_4	HNRNPU	meme_xml	human	ENSG00000153187	SR;RSD;VRR;SNT	31226278	eCLIP_ENCODE	-
HNRNPU_5	HNRNPU	meme_xml	human	ENSG00000153187	SR;RSD;VRR;SNT	31226278	eCLIP_ENCODE	-
HNRNPU_6	HNRNPU	meme_xml	human	ENSG00000153187	SR;RSD;VRR;SNT	31226278	eCLIP_ENCODE	-
HNRNPUL1_1	HNRNPUL1	meme_xml	human	ENSG00000105323	RE;VRR;SNT	31226278	eCLIP_ENCODE	-
HNRNPUL1_2	HNRNPUL1	meme_xml	human	ENSG00000105323	RE;VRR;SNT	31226278	eCLIP_ENCODE	-
HNRNPUL1_3	HNRNPUL1	meme_xml	human	ENSG00000105323	RE;VRR;SNT	31226278	eCLIP_ENCODE	-
HNRNPUL1_4	HNRNPUL1	meme_xml	human	ENSG00000105323	RE;VRR;SNT	31226278	eCLIP_ENCODE	-
IFIH1_1	IFIH1	meme_xml	human	ENSG00000115267	-	23273991	PDB	-
IGF2BP1_1	IGF2BP1	meme_xml	human	ENSG00000159217	RSD;RL;TR;VRR	31226278	eCLIP_ENCODE	-
IGF2BP1_2	IGF2BP1	meme_xml	human	ENSG00000159217	RSD;RL;TR;VRR	31226278;31724725;20371350	eCLIP_ENCODE;RBNS_ENCODE;PAR-CLIP	-
IGF2BP1_3	IGF2BP1	meme_xml	human	ENSG00000159217	RSD;RL;TR;VRR	31226278	eCLIP_ENCODE	-
IGF2BP1_4	IGF2BP1	meme_xml	human	ENSG00000159217	RSD;RL;TR;VRR	12507992;31724725	cisBP-RNA;RBNS_ENCODE	-
IGF2BP2_1	IGF2BP2	meme_xml	human	ENSG00000073792	RL;TR	31226278	eCLIP_ENCODE	-
IGF2BP2_2	IGF2BP2	meme_xml	human	ENSG00000073792	RL;TR	31226278;31724725	eCLIP_ENCODE;RBNS_ENCODE	-
IGF2BP3_1	IGF2BP3	meme_xml	human	ENSG00000136231	RSD;RL;TR;PSG	23846655	cisBP-RNA	-
IGHMBP2_1	IGHMBP2	meme_xml	human	ENSG00000132740	-	22965130	PDB	-
ILF2_1	ILF2	meme_xml	human	ENSG00000143621	RRP;MRP;TR;VRR	31724725	RBNS_ENCODE	-
ILF2_2	ILF2	meme_xml	human	ENSG00000143621	RRP;MRP;TR;VRR	31724725	RBNS_ENCODE	-
ILF3_1	ILF3	meme_xml	human	ENSG00000129351	RSD;MRP;RL;RE;TR;VRR	31226278	eCLIP_ENCODE	-
ILF3_2	ILF3	meme_xml	human	ENSG00000129351	RSD;MRP;RL;RE;TR;VRR	31226278	eCLIP_ENCODE	-
ILF3_3	ILF3	meme_xml	human	ENSG00000129351	RSD;MRP;RL;RE;TR;VRR	31226278	eCLIP_ENCODE	-
KHDRBS1_1	KHDRBS1	meme_xml	human	ENSG00000121774	SR;RSD;RL;RE;VRR;PSG	12490714;17764653;10913193;9341174	SpliceAid-F	-
KHDRBS1_2	KHDRBS1	meme_xml	human	ENSG00000121774	SR;RSD;RL;RE;VRR;PSG	31226278;12490714;28355180	eCLIP_ENCODE;SpliceAid-F;FLASH	-
KHDRBS2_1	KHDRBS2	meme_xml	human	ENSG00000112232	SR	17764653	SpliceAid-F	-
KHDRBS3_1	KHDRBS3	meme_xml	human	ENSG00000131773	SR	17764653;31724725	SpliceAid-F;RBNS_ENCODE	-
KHDRBS3_2	KHDRBS3	meme_xml	human	ENSG00000131773	SR	31724725	RBNS_ENCODE	-
KHSRP_1	KHSRP	meme_xml	human	ENSG00000088247	SR;RSD;MRP;RL;TR;VRR	11003644;31226278;31724725;17437629	SpliceAid-F;eCLIP_ENCODE;RBNS_ENCODE;RBPDB	-
KHSRP_2	KHSRP	meme_xml	human	ENSG00000088247	SR;RSD;MRP;RL;TR;VRR	17437629	cisBP-RNA;RIP-Chip	-
KHSRP_3	KHSRP	meme_xml	human	ENSG00000088247	SR;RSD;MRP;RL;TR;VRR	18684992	RBPDB;SpliceAid-F	-
