RBP_motif_id	RBP_name	Motif_type	Organism
KHDRBS1_1	KHDRBS1	meme_xml	human
KHDRBS1_2	KHDRBS1	meme_xml	human
KHSRP_1	KHSRP	meme_xml	human
KHSRP_2	KHSRP	meme_xml	human
KHSRP_3	KHSRP	meme_xml	human
KHSRP_4	KHSRP	meme_xml	human
KHSRP_5	KHSRP	meme_xml	human
LARP4_1	LARP4	meme_xml	human
LARP4_2	LARP4	meme_xml	human
LARP4_3	LARP4	meme_xml	human
LIN28B_1	LIN28B	meme_xml	human
LSM11_1	LSM11	meme_xml	human
LSM11_2	LSM11	meme_xml	human
LSM11_3	LSM11	meme_xml	human
LSM11_4	LSM11	meme_xml	human
MATR3_1	MATR3	meme_xml	human
METAP2_1	METAP2	meme_xml	human
MTPAP_1	MTPAP	meme_xml	human
MTPAP_2	MTPAP	meme_xml	human
NCBP2_1	NCBP2	meme_xml	human
NCBP2_2	NCBP2	meme_xml	human
NCBP2_3	NCBP2	meme_xml	human
NKRF_1	NKRF	meme_xml	human
NKRF_2	NKRF	meme_xml	human
NKRF_3	NKRF	meme_xml	human
NOL12_1	NOL12	meme_xml	human
NOL12_2	NOL12	meme_xml	human
NONO_1	NONO	meme_xml	human
NONO_2	NONO	meme_xml	human
NPM1_1	NPM1	meme_xml	human
NPM1_2	NPM1	meme_xml	human
NSUN2_1	NSUN2	meme_xml	human
NSUN2_2	NSUN2	meme_xml	human
PABPC4_1	PABPC4	meme_xml	human
PABPN1_1	PABPN1	meme_xml	human
PCBP1_1	PCBP1	meme_xml	human
PCBP1_2	PCBP1	meme_xml	human
PCBP1_3	PCBP1	meme_xml	human
PCBP1_4	PCBP1	meme_xml	human
PCBP1_5	PCBP1	meme_xml	human
PCBP1_6	PCBP1	meme_xml	human
PCBP1_7	PCBP1	meme_xml	human
PCBP2_1	PCBP2	meme_xml	human
PCBP2_2	PCBP2	meme_xml	human
PCBP2_3	PCBP2	meme_xml	human
PCBP2_4	PCBP2	meme_xml	human
PCBP2_5	PCBP2	meme_xml	human
PCBP2_6	PCBP2	meme_xml	human
PCBP2_7	PCBP2	meme_xml	human
PCBP2_8	PCBP2	meme_xml	human
PCBP2_9	PCBP2	meme_xml	human
PPIG_1	PPIG	meme_xml	human
PPIG_2	PPIG	meme_xml	human
PPIL4_1	PPIL4	meme_xml	human
PPIL4_2	PPIL4	meme_xml	human
PPIL4_3	PPIL4	meme_xml	human
PPIL4_4	PPIL4	meme_xml	human
PPIL4_5	PPIL4	meme_xml	human
PRPF8_1	PRPF8	meme_xml	human
PRPF8_2	PRPF8	meme_xml	human
PRPF8_3	PRPF8	meme_xml	human
PTBP1_1	PTBP1	meme_xml	human
PTBP1_2	PTBP1	meme_xml	human
PTBP1_3	PTBP1	meme_xml	human
PTBP1_4	PTBP1	meme_xml	human
PTBP1_5	PTBP1	meme_xml	human
PUM1_1	PUM1	meme_xml	human
PUM1_2	PUM1	meme_xml	human
PUM1_3	PUM1	meme_xml	human
PUM2_1	PUM2	meme_xml	human
PUM2_2	PUM2	meme_xml	human
PUM2_3	PUM2	meme_xml	human
PUM2_4	PUM2	meme_xml	human
PUM2_5	PUM2	meme_xml	human
QKI_1	QKI	meme_xml	human
QKI_2	QKI	meme_xml	human
QKI_3	QKI	meme_xml	human
QKI_4	QKI	meme_xml	human
QKI_5	QKI	meme_xml	human
QKI_6	QKI	meme_xml	human
QKI_7	QKI	meme_xml	human
QKI_8	QKI	meme_xml	human
RBFOX2_1	RBFOX2	meme_xml	human
RBFOX2_2	RBFOX2	meme_xml	human
RBM5_1	RBM5	meme_xml	human
RBM5_2	RBM5	meme_xml	human
RBM5_3	RBM5	meme_xml	human
RBM15_1	RBM15	meme_xml	human
RBM22_1	RBM22	meme_xml	human
RBM22_2	RBM22	meme_xml	human
RBM22_3	RBM22	meme_xml	human
RBM22_4	RBM22	meme_xml	human
RBM22_5	RBM22	meme_xml	human
RBM22_6	RBM22	meme_xml	human
RBM22_7	RBM22	meme_xml	human
SAFB2_1	SAFB2	meme_xml	human
SAFB2_2	SAFB2	meme_xml	human
SF3A3_1	SF3A3	meme_xml	human
SF3A3_2	SF3A3	meme_xml	human
SF3A3_3	SF3A3	meme_xml	human
SF3A3_4	SF3A3	meme_xml	human
SF3B4_1	SF3B4	meme_xml	human
SF3B4_2	SF3B4	meme_xml	human
SFPQ_1	SFPQ	meme_xml	human
SFPQ_2	SFPQ	meme_xml	human
SFPQ_3	SFPQ	meme_xml	human
SFPQ_4	SFPQ	meme_xml	human
SFPQ_5	SFPQ	meme_xml	human
SFPQ_6	SFPQ	meme_xml	human
SLTM_1	SLTM	meme_xml	human
SMNDC1_1	SMNDC1	meme_xml	human
SMNDC1_2	SMNDC1	meme_xml	human
SND1_1	SND1	meme_xml	human
SND1_2	SND1	meme_xml	human
SND1_3	SND1	meme_xml	human
SND1_4	SND1	meme_xml	human
SND1_5	SND1	meme_xml	human
SRSF1_1	SRSF1	meme_xml	human
SRSF1_2	SRSF1	meme_xml	human
SRSF1_3	SRSF1	meme_xml	human
SRSF1_4	SRSF1	meme_xml	human
SRSF1_5	SRSF1	meme_xml	human
SRSF1_6	SRSF1	meme_xml	human
SRSF1_7	SRSF1	meme_xml	human
SRSF1_8	SRSF1	meme_xml	human
SRSF1_9	SRSF1	meme_xml	human
SRSF1_10	SRSF1	meme_xml	human
SRSF1_11	SRSF1	meme_xml	human
SRSF7_1	SRSF7	meme_xml	human
SRSF7_2	SRSF7	meme_xml	human
SRSF7_3	SRSF7	meme_xml	human
SRSF7_4	SRSF7	meme_xml	human
SRSF7_5	SRSF7	meme_xml	human
SRSF7_6	SRSF7	meme_xml	human
SRSF7_7	SRSF7	meme_xml	human
SRSF7_8	SRSF7	meme_xml	human
SRSF7_9	SRSF7	meme_xml	human
SRSF7_10	SRSF7	meme_xml	human
SRSF9_1	SRSF9	meme_xml	human
SSB_1	SSB	meme_xml	human
SUB1_1	SUB1	meme_xml	human
SUB1_2	SUB1	meme_xml	human
SUGP2_1	SUGP2	meme_xml	human
SUGP2_2	SUGP2	meme_xml	human
SUPV3L1_1	SUPV3L1	meme_xml	human
SUPV3L1_2	SUPV3L1	meme_xml	human
TAF15_1	TAF15	meme_xml	human
TAF15_2	TAF15	meme_xml	human
TAF15_3	TAF15	meme_xml	human
TAF15_4	TAF15	meme_xml	human
TAF15_5	TAF15	meme_xml	human
TARDBP_1	TARDBP	meme_xml	human
TARDBP_2	TARDBP	meme_xml	human
TARDBP_3	TARDBP	meme_xml	human
TBRG4_1	TBRG4	meme_xml	human
TBRG4_2	TBRG4	meme_xml	human
TIA1_1	TIA1	meme_xml	human
TIAL1_1	TIAL1	meme_xml	human
TIAL1_2	TIAL1	meme_xml	human
TRA2A_1	TRA2A	meme_xml	human
TRA2A_2	TRA2A	meme_xml	human
TRA2A_3	TRA2A	meme_xml	human
TRA2A_4	TRA2A	meme_xml	human
TRA2A_5	TRA2A	meme_xml	human
U2AF1_1	U2AF1	meme_xml	human
U2AF1_2	U2AF1	meme_xml	human
U2AF1_3	U2AF1	meme_xml	human
U2AF1_4	U2AF1	meme_xml	human
U2AF2_1	U2AF2	meme_xml	human
U2AF2_2	U2AF2	meme_xml	human
U2AF2_3	U2AF2	meme_xml	human
UCHL5_1	UCHL5	meme_xml	human
UCHL5_2	UCHL5	meme_xml	human
UCHL5_3	UCHL5	meme_xml	human
UPF1_1	UPF1	meme_xml	human
XPO5_1	XPO5	meme_xml	human
XPO5_2	XPO5	meme_xml	human
XPO5_3	XPO5	meme_xml	human
XRCC6_1	XRCC6	meme_xml	human
XRCC6_2	XRCC6	meme_xml	human
XRCC6_3	XRCC6	meme_xml	human
XRCC6_4	XRCC6	meme_xml	human
XRN2_1	XRN2	meme_xml	human
XRN2_2	XRN2	meme_xml	human
XRN2_3	XRN2	meme_xml	human
YBX3_1	YBX3	meme_xml	human
YWHAG_1	YWHAG	meme_xml	human
ZNF622_1	ZNF622	meme_xml	human
ZNF622_2	ZNF622	meme_xml	human
ZNF622_3	ZNF622	meme_xml	human
ZRANB2_1	ZRANB2	meme_xml	human
ZRANB2_2	ZRANB2	meme_xml	human
ZRANB2_3	ZRANB2	meme_xml	human
ZRANB2_4	ZRANB2	meme_xml	human
RF00032	SLBP	cm	human
