RBP_motif_ID	RBP_name	Motif_type	Organism	Gene_ID	Function_IDs	Reference	Experiment	Comments
FASTKD2_2	FASTKD2	meme_xml	human	ENSG00000118246	RRP;MTR	34086933	-	-
FASTKD2_3	FASTKD2	meme_xml	human	ENSG00000118246	RRP;MTR	34086933	-	-
FBL_1	FBL	meme_xml	human	ENSG00000105202	-	34086933	-	-
FIP1L1_1	FIP1L1	meme_xml	human	ENSG00000145216	TEP	34086933	-	-
FIP1L1_2	FIP1L1	meme_xml	human	ENSG00000145216	TEP	34086933	-	-
FMR1_1	FMR1	meme_xml	human	ENSG00000102081	SR;RSD;MRP;RL;TR	34086933	-	-
FMR1_2	FMR1	meme_xml	human	ENSG00000102081	SR;RSD;MRP;RL;TR	34086933	-	-
FMR1_3	FMR1	meme_xml	human	ENSG00000102081	SR;RSD;MRP;RL;TR	34086933	-	-
FMR1_4	FMR1	meme_xml	human	ENSG00000102081	SR;RSD;MRP;RL;TR	34086933	-	-
FMR1_5	FMR1	meme_xml	human	ENSG00000102081	SR;RSD;MRP;RL;TR	34086933	-	-
FTO_1	FTO	meme_xml	human	ENSG00000140718	RM;VRR	34086933	-	-
FTO_2	FTO	meme_xml	human	ENSG00000140718	RM;VRR	34086933	-	-
FUBP1_1	FUBP1	meme_xml	human	ENSG00000162613	SR;TR;VRR	34086933	-	-
FUBP1_2	FUBP1	meme_xml	human	ENSG00000162613	SR;TR;VRR	34086933	-	-
FUBP1_3	FUBP1	meme_xml	human	ENSG00000162613	SR;TR;VRR	34086933	-	-
FUBP3_1	FUBP3	meme_xml	human	ENSG00000107164	-	34086933	-	-
FUBP3_2	FUBP3	meme_xml	human	ENSG00000107164	-	34086933	-	-
FUS_1	FUS	meme_xml	human	ENSG00000089280	SR;MRP;PSG	34086933	-	-
FUS_2	FUS	meme_xml	human	ENSG00000089280	SR;MRP;PSG	34086933	-	-
FXR1_1	FXR1	meme_xml	human	ENSG00000114416	RSD;MRP;TR;MTR	34086933	-	-
FXR1_2	FXR1	meme_xml	human	ENSG00000114416	RSD;MRP;TR;MTR	34086933	-	-
FXR2_1	FXR2	meme_xml	human	ENSG00000129245	RSD;TR	34086933	-	-
FXR2_2	FXR2	meme_xml	human	ENSG00000129245	RSD;TR	34086933	-	-
FXR2_3	FXR2	meme_xml	human	ENSG00000129245	RSD;TR	34086933	-	-
FXR2_4	FXR2	meme_xml	human	ENSG00000129245	RSD;TR	34086933	-	-
FXR2_5	FXR2	meme_xml	human	ENSG00000129245	RSD;TR	34086933	-	-
G3BP1_1	G3BP1	meme_xml	human	ENSG00000145907	RSD;RL;VRR;PSG	34086933	-	-
G3BP2_1	G3BP2	meme_xml	human	ENSG00000138757	RL;VRR;PSG	34086933	-	-
GNL3_1	GNL3	meme_xml	human	ENSG00000163938	RRP	34086933	-	-
GNL3_2	GNL3	meme_xml	human	ENSG00000163938	RRP	34086933	-	-
GPKOW_1	GPKOW	meme_xml	human	ENSG00000068394	SR;SS	34086933	-	-
GPKOW_2	GPKOW	meme_xml	human	ENSG00000068394	SR;SS	34086933	-	-
GRSF1_1	GRSF1	meme_xml	human	ENSG00000132463	RE;MTR;VRR	34086933	-	-
GRSF1_2	GRSF1	meme_xml	human	ENSG00000132463	RE;MTR;VRR	34086933	-	-
GRWD1_1	GRWD1	meme_xml	human	ENSG00000105447	-	34086933	-	-
GRWD1_2	GRWD1	meme_xml	human	ENSG00000105447	-	34086933	-	-
GTF2F1_1	GTF2F1	meme_xml	human	ENSG00000125651	-	34086933	-	-
HLTF_1	HLTF	meme_xml	human	ENSG00000071794	-	34086933	-	-
HNRNPA0_1	HNRNPA0	meme_xml	human	ENSG00000177733	RSD;TR	34086933	-	-
HNRNPA0_2	HNRNPA0	meme_xml	human	ENSG00000177733	RSD;TR	34086933	-	-
HNRNPA1_1	HNRNPA1	meme_xml	human	ENSG00000135486	SR;MRP;RL;RE;TR;VRR	34086933	-	-
HNRNPA1_2	HNRNPA1	meme_xml	human	ENSG00000135486	SR;MRP;RL;RE;TR;VRR	34086933	-	-
HNRNPA1_3	HNRNPA1	meme_xml	human	ENSG00000135486	SR;MRP;RL;RE;TR;VRR	34086933	-	-
HNRNPA1_4	HNRNPA1	meme_xml	human	ENSG00000135486	SR;MRP;RL;RE;TR;VRR	34086933	-	-
HNRNPA1_5	HNRNPA1	meme_xml	human	ENSG00000135486	SR;MRP;RL;RE;TR;VRR	34086933	-	-
HNRNPA1_6	HNRNPA1	meme_xml	human	ENSG00000135486	SR;MRP;RL;RE;TR;VRR	34086933	-	-
HNRNPA1_7	HNRNPA1	meme_xml	human	ENSG00000135486	SR;MRP;RL;RE;TR;VRR	34086933	-	-
HNRNPA1L2_1	HNRNPA1L2	meme_xml	human	ENSG00000139675	-	34086933	-	-
HNRNPA2B1_1	HNRNPA2B1	meme_xml	human	ENSG00000122566	SR;RM;RSD;MRP;RL;RE;TR;VRR	34086933	-	-
HNRNPA2B1_2	HNRNPA2B1	meme_xml	human	ENSG00000122566	SR;RM;RSD;MRP;RL;RE;TR;VRR	34086933	-	-
HNRNPA2B1_3	HNRNPA2B1	meme_xml	human	ENSG00000122566	SR;RM;RSD;MRP;RL;RE;TR;VRR	34086933	-	-
HNRNPA2B1_4	HNRNPA2B1	meme_xml	human	ENSG00000122566	SR;RM;RSD;MRP;RL;RE;TR;VRR	34086933	-	-
HNRNPA3_1	HNRNPA3	meme_xml	human	ENSG00000170144	-	34086933	-	-
HNRNPAB_1	HNRNPAB	meme_xml	human	ENSG00000197451	-	34086933	-	-
HNRNPAB_2	HNRNPAB	meme_xml	human	ENSG00000197451	-	34086933	-	-
HNRNPAB_3	HNRNPAB	meme_xml	human	ENSG00000197451	-	34086933	-	-
HNRNPC_1	HNRNPC	meme_xml	human	ENSG00000092199	SR;RSD;RE;TR;VRR;SNT	12509468;27055826;34086933	CLIP	UV
HNRNPC_2	HNRNPC	meme_xml	human	ENSG00000092199	SR;RSD;RE;TR;VRR;SNT	19910374;27055826;34086933	Mut_WB_siRNA_KD	Mutagenesis;western
HNRNPC_3	HNRNPC	meme_xml	human	ENSG00000092199	SR;RSD;RE;TR;VRR;SNT	23846655	RNAcompete	-
HNRNPC_4	HNRNPC	meme_xml	human	ENSG00000092199	SR;RSD;RE;TR;VRR;SNT	12509468;27055826;34086933	CLIP	UV
HNRNPCL1_1	HNRNPCL1	meme_xml	human	ENSG00000179172	-	34086933	-	-
HNRNPD_1	HNRNPD	meme_xml	human	ENSG00000138668	SR;RSD;MRP;TR;VRR	34086933	-	-
HNRNPD_2	HNRNPD	meme_xml	human	ENSG00000138668	SR;RSD;MRP;TR;VRR	34086933	-	-
HNRNPD_3	HNRNPD	meme_xml	human	ENSG00000138668	SR;RSD;MRP;TR;VRR	34086933	-	-
HNRNPDL_1	HNRNPDL	meme_xml	human	ENSG00000152795	TR	34086933	-	-
HNRNPDL_2	HNRNPDL	meme_xml	human	ENSG00000152795	TR	34086933	-	-
HNRNPDL_3	HNRNPDL	meme_xml	human	ENSG00000152795	TR	34086933	-	-
HNRNPF_1	HNRNPF	meme_xml	human	ENSG00000169813	SR;RSD	34086933	-	-
HNRNPH1_1	HNRNPH1	meme_xml	human	ENSG00000169045	SR	34086933	-	-
HNRNPH2_1	HNRNPH2	meme_xml	human	ENSG00000126945	SR;TEP;RSD	34086933	-	-
HNRNPK_1	HNRNPK	meme_xml	human	ENSG00000165119	SR;TEP;VRR	34086933	-	-
HNRNPK_2	HNRNPK	meme_xml	human	ENSG00000165119	SR;TEP;VRR	34086933	-	-
HNRNPL_1	HNRNPL	meme_xml	human	ENSG00000104824	SR;VRR	34086933	-	-
HNRNPL_2	HNRNPL	meme_xml	human	ENSG00000104824	SR;VRR	34086933	-	-
HNRNPL_3	HNRNPL	meme_xml	human	ENSG00000104824	SR;VRR	34086933	-	-
HNRNPL_4	HNRNPL	meme_xml	human	ENSG00000104824	SR;VRR	34086933	-	-
HNRNPL_5	HNRNPL	meme_xml	human	ENSG00000104824	SR;VRR	34086933	-	-
HNRNPLL_1	HNRNPLL	meme_xml	human	ENSG00000143889	SR	34086933	-	-
HNRNPLL_2	HNRNPLL	meme_xml	human	ENSG00000143889	SR	34086933	-	-
HNRNPM_1	HNRNPM	meme_xml	human	ENSG00000099783	SR;MTR;VRR	34086933	-	-
HNRNPM_2	HNRNPM	meme_xml	human	ENSG00000099783	SR;MTR;VRR	34086933	-	-
HNRNPM_3	HNRNPM	meme_xml	human	ENSG00000099783	SR;MTR;VRR	34086933	-	-
HNRNPM_4	HNRNPM	meme_xml	human	ENSG00000099783	SR;MTR;VRR	34086933	-	-
HNRNPM_5	HNRNPM	meme_xml	human	ENSG00000099783	SR;MTR;VRR	34086933	-	-
HNRNPU_1	HNRNPU	meme_xml	human	ENSG00000153187	SR;RSD;VRR;SNT	34086933	-	-
HNRNPU_2	HNRNPU	meme_xml	human	ENSG00000153187	SR;RSD;VRR;SNT	34086933	-	-
HNRNPU_3	HNRNPU	meme_xml	human	ENSG00000153187	SR;RSD;VRR;SNT	34086933	-	-
HNRNPU_4	HNRNPU	meme_xml	human	ENSG00000153187	SR;RSD;VRR;SNT	34086933	-	-
HNRNPU_5	HNRNPU	meme_xml	human	ENSG00000153187	SR;RSD;VRR;SNT	34086933	-	-
HNRNPU_6	HNRNPU	meme_xml	human	ENSG00000153187	SR;RSD;VRR;SNT	34086933	-	-
HNRNPUL1_1	HNRNPUL1	meme_xml	human	ENSG00000105323	RE;VRR;SNT	34086933	-	-
HNRNPUL1_2	HNRNPUL1	meme_xml	human	ENSG00000105323	RE;VRR;SNT	34086933	-	-
HNRNPUL1_3	HNRNPUL1	meme_xml	human	ENSG00000105323	RE;VRR;SNT	34086933	-	-
HNRNPUL1_4	HNRNPUL1	meme_xml	human	ENSG00000105323	RE;VRR;SNT	34086933	-	-
IFIH1_1	IFIH1	meme_xml	human	ENSG00000115267	-	34086933	-	-
IGF2BP1_1	IGF2BP1	meme_xml	human	ENSG00000159217	RSD;RL;TR;VRR	34086933	-	-
IGF2BP1_2	IGF2BP1	meme_xml	human	ENSG00000159217	RSD;RL;TR;VRR	34086933	-	-
IGF2BP1_3	IGF2BP1	meme_xml	human	ENSG00000159217	RSD;RL;TR;VRR	34086933	-	-
IGF2BP1_4	IGF2BP1	meme_xml	human	ENSG00000159217	RSD;RL;TR;VRR	34086933	-	-
IGF2BP2_1	IGF2BP2	meme_xml	human	ENSG00000073792	RL;TR	34086933	-	-
IGF2BP2_2	IGF2BP2	meme_xml	human	ENSG00000073792	RL;TR	34086933	-	-
IGF2BP3_1	IGF2BP3	meme_xml	human	ENSG00000136231	RSD;RL;TR;PSG	34086933	-	-
IGHMBP2_1	IGHMBP2	meme_xml	human	ENSG00000132740	-	34086933	-	-
ILF2_1	ILF2	meme_xml	human	ENSG00000143621	RRP;MRP;TR;VRR	34086933	-	-
ILF2_2	ILF2	meme_xml	human	ENSG00000143621	RRP;MRP;TR;VRR	34086933	-	-
ILF3_1	ILF3	meme_xml	human	ENSG00000129351	RSD;MRP;RL;RE;TR;VRR	34086933	-	-
ILF3_2	ILF3	meme_xml	human	ENSG00000129351	RSD;MRP;RL;RE;TR;VRR	34086933	-	-
ILF3_3	ILF3	meme_xml	human	ENSG00000129351	RSD;MRP;RL;RE;TR;VRR	34086933	-	-
KHDRBS1_1	KHDRBS1	meme_xml	human	ENSG00000121774	SR;RSD;RL;RE;VRR;PSG	34086933	-	-
KHDRBS1_2	KHDRBS1	meme_xml	human	ENSG00000121774	SR;RSD;RL;RE;VRR;PSG	34086933	-	-
KHDRBS2_1	KHDRBS2	meme_xml	human	ENSG00000112232	SR	34086933	-	-
KHDRBS3_1	KHDRBS3	meme_xml	human	ENSG00000131773	SR	34086933	-	-
KHDRBS3_2	KHDRBS3	meme_xml	human	ENSG00000131773	SR	34086933	-	-
KHSRP_1	KHSRP	meme_xml	human	ENSG00000088247	SR;RSD;MRP;RL;TR;VRR	34086933	-	-
KHSRP_2	KHSRP	meme_xml	human	ENSG00000088247	SR;RSD;MRP;RL;TR;VRR	34086933	-	-
KHSRP_3	KHSRP	meme_xml	human	ENSG00000088247	SR;RSD;MRP;RL;TR;VRR	34086933	-	-
KHSRP_4	KHSRP	meme_xml	human	ENSG00000088247	SR;RSD;MRP;RL;TR;VRR	34086933	-	-
KHSRP_5	KHSRP	meme_xml	human	ENSG00000088247	SR;RSD;MRP;RL;TR;VRR	34086933	-	-
LARP4_1	LARP4	meme_xml	human	ENSG00000161813	RSD;TR	34086933	-	-
LARP4_2	LARP4	meme_xml	human	ENSG00000161813	RSD;TR	34086933	-	-
LARP4_3	LARP4	meme_xml	human	ENSG00000161813	RSD;TR	34086933	-	-
LARP4B_1	LARP4B	meme_xml	human	ENSG00000107929	-	34086933	-	-
LIN28A_1	LIN28A	meme_xml	human	ENSG00000131914	-	34086933	-	-
LIN28B_1	LIN28B	meme_xml	human	ENSG00000187772	RM;RSD;MRP	34086933	-	-
LSM11_1	LSM11	meme_xml	human	ENSG00000155858	TEP;SNT	34086933	-	-
LSM11_2	LSM11	meme_xml	human	ENSG00000155858	TEP;SNT	34086933	-	-
LSM11_3	LSM11	meme_xml	human	ENSG00000155858	TEP;SNT	34086933	-	-
LSM11_4	LSM11	meme_xml	human	ENSG00000155858	TEP;SNT	34086933	-	-
MATR3_1	MATR3	meme_xml	human	ENSG00000015479	SR;RSD;VRR	34086933	-	-
MBNL1_1	MBNL1	meme_xml	human	ENSG00000152601	SR;RSD;RE	34086933	-	-
MBNL1_2	MBNL1	meme_xml	human	ENSG00000152601	SR;RSD;RE	34086933	-	-
MBNL1_3	MBNL1	meme_xml	human	ENSG00000152601	SR;RSD;RE	34086933	-	-
MBNL1_4	MBNL1	meme_xml	human	ENSG00000152601	SR;RSD;RE	34086933	-	-
MBNL1_5	MBNL1	meme_xml	human	ENSG00000152601	SR;RSD;RE	34086933	-	-
METAP2_1	METAP2	meme_xml	human	ENSG00000111142	-	34086933	-	-
MSI1_1	MSI1	meme_xml	human	ENSG00000135097	SR;TR	34086933	-	-
MSI1_2	MSI1	meme_xml	human	ENSG00000135097	SR;TR	34086933	-	-
MSI1_3	MSI1	meme_xml	human	ENSG00000135097	SR;TR	34086933	-	-
MSI1_4	MSI1	meme_xml	human	ENSG00000135097	SR;TR	34086933	-	-
MSI2_1	MSI2	meme_xml	human	ENSG00000153944	TR	34086933	-	-
MTPAP_1	MTPAP	meme_xml	human	ENSG00000107951	TEP;TRR;MTR	34086933	-	-
MTPAP_2	MTPAP	meme_xml	human	ENSG00000107951	TEP;TRR;MTR	34086933	-	-
NCBP2_1	NCBP2	meme_xml	human	ENSG00000114503	SR;RSD;RL;RE;TR	34086933	-	-
NCBP2_2	NCBP2	meme_xml	human	ENSG00000114503	SR;RSD;RL;RE;TR	34086933	-	-
NCBP2_3	NCBP2	meme_xml	human	ENSG00000114503	SR;RSD;RL;RE;TR	34086933	-	-
NELFE_1	NELFE	meme_xml	human	ENSG00000204356	TEP	34086933	-	-
NELFE_2	NELFE	meme_xml	human	ENSG00000204356	TEP	34086933	-	-
NKRF_1	NKRF	meme_xml	human	ENSG00000186416	-	34086933	-	-
NKRF_2	NKRF	meme_xml	human	ENSG00000186416	-	34086933	-	-
NKRF_3	NKRF	meme_xml	human	ENSG00000186416	-	34086933	-	-
NOL12_1	NOL12	meme_xml	human	ENSG00000100101	RRP	34086933	-	-
NOL12_2	NOL12	meme_xml	human	ENSG00000100101	RRP	34086933	-	-
NONO_1	NONO	meme_xml	human	ENSG00000147140	SR;RE	34086933	-	-
NONO_2	NONO	meme_xml	human	ENSG00000147140	SR;RE	34086933	-	-
NOP56_1	NOP56	meme_xml	human	ENSG00000101361	-	34086933	-	-
NOP58_1	NOP58	meme_xml	human	ENSG00000055044	-	34086933	-	-
NOVA1_1	NOVA1	meme_xml	human	ENSG00000139910	SR;TEP;MRP	34086933	-	-
NOVA2_1	NOVA2	meme_xml	human	ENSG00000104967	SR	34086933	-	-
NOVA2_2	NOVA2	meme_xml	human	ENSG00000104967	SR	34086933	-	-
NOVA2_3	NOVA2	meme_xml	human	ENSG00000104967	SR	34086933	-	-
NOVA2_4	NOVA2	meme_xml	human	ENSG00000104967	SR	34086933	-	-
NPM1_1	NPM1	meme_xml	human	ENSG00000181163	RRP	34086933	-	-
NPM1_2	NPM1	meme_xml	human	ENSG00000181163	RRP	34086933	-	-
NSUN2_1	NSUN2	meme_xml	human	ENSG00000037474	RM;TRR	34086933	-	-
NSUN2_2	NSUN2	meme_xml	human	ENSG00000037474	RM;TRR	34086933	-	-
NUMA1_1	NUMA1	meme_xml	human	ENSG00000137497	-	34086933	-	-
NUP42_1	NUP42	meme_xml	human	ENSG00000136243	-	34086933	-	-
NUP42_2	NUP42	meme_xml	human	ENSG00000136243	-	34086933	-	-
NXF1_1	NXF1	meme_xml	human	ENSG00000162231	RE;VRR	34086933	-	-
OAS1_1	OAS1	meme_xml	human	ENSG00000089127	-	34086933	-	-
OBI1_1	OBI1	meme_xml	human	ENSG00000152193	-	34086933	-	-
PABPC1_1	PABPC1	meme_xml	human	ENSG00000070756	RSD;RE;TR;VRR	34086933	-	-
PABPC1_2	PABPC1	meme_xml	human	ENSG00000070756	RSD;RE;TR;VRR	34086933	-	-
